X1,X2,y
0.3265363551691369,-0.22391817441807016,-1.0
1.6667951841866575,0.09576283541478192,-1.0
-0.7750073517399374,0.9897463309962407,-1.0
0.7629268160373439,1.7197044707366436,-1.0
0.7909834385826411,1.417717860552318,-1.0
-1.1132054152328146,-1.4339639108538862,-1.0
1.5070137414509597,-2.8134842756841767,-1.0
0.3318293777892984,1.086111875667111,-1.0
-1.638041986967168,-3.757421326081455,-1.0
1.3466520552079189,0.7119267673858359,-1.0
-2.2995164881523538,-1.232858228047676,-1.0
-0.8134220617239495,-2.7793649163285794,-1.0
-1.5245005777542258,2.7637168681851167,-1.0
-0.5161620015350448,0.19888350972546065,-1.0
1.0001878672812126,2.5029722323284407,-1.0
-1.6004457788405602,-0.043666515506520676,-1.0
1.8569918908524032,0.9061805310039428,-1.0
-0.9304955609042324,-1.1100376748805734,-1.0
1.3074929511563933,1.9916651492842257,-1.0
0.2767071922264627,0.0226926437622193,-1.0
1.1261397727562747,1.3105243034433285,-1.0
2.350091460577689,3.2218348546175584,-1.0
1.0709097229205686,0.4094096790362899,-1.0
-3.6996824916879536,-1.8407110949148446,-1.0
0.7663379956558912,-0.9111390389664367,-1.0
0.5966183428370493,2.4192347795328195,-1.0
1.0019376845171595,-0.817996285830916,-1.0
2.5321613125999543,-2.8338776017663614,-1.0
-1.0936116978969843,0.5568968771796639,-1.0
0.9365574964619428,-0.20875315887914825,-1.0
1.7650773696294326,-5.19755679037925,-1.0
-1.0691049191333093,-0.47689701745758545,-1.0
-0.47014125183624833,-1.1218050682208844,-1.0
0.8107421505963323,-0.561805923595261,-1.0
-0.4487640282251256,-1.4667162992264755,-1.0
0.2588230207124995,1.4557822906173705,-1.0
-2.328438341593564,0.72245031742165,-1.0
-2.6024399548561723,-0.543469381548805,-1.0
1.3962395364535796,-0.28342237956562877,-1.0
-2.8670457420987074,-1.4834655661970602,-1.0
1.2842423351191496,-0.11092397004420973,-1.0
-1.9499283781830496,-0.6223434057335203,-1.0
3.0714299275673675,0.91242770221902,-1.0
-1.1184603329476352,-0.5711122505260021,-1.0
-0.006863600237569101,1.0931115649567222,-1.0
-0.7899060266963989,-3.0062448583794485,-1.0
-1.6910028176157121,0.10172540242705996,-1.0
2.0312935591179793,0.3840407674716053,-1.0
0.4952091561733737,1.681091823300483,-1.0
1.8819111757763967,-1.9465612492965811,-1.0
-2.715474609133713,0.18552756434773654,-1.0
0.3142894001253452,1.430055473484794,-1.0
3.2169486257831106,-1.8125380702361948,-1.0
-0.23825070173404772,0.6545302802434596,-1.0
0.5669013436977399,-2.584415763501859,-1.0
-0.03281208483792197,0.8448353814320426,-1.0
-0.7509236753100587,1.5794401388036157,-1.0
-0.9159490994922805,-1.0600457374441628,-1.0
-1.5613504404525935,-0.06772846447145353,-1.0
-0.659137626577994,-0.9208369463948531,-1.0
-0.45314006221707803,2.5007129484556274,-1.0
-1.3024541499683053,-0.8767874386898371,-1.0
0.7311423796003453,-1.1513591255797657,-1.0
1.3160243159410738,-0.4043532490100958,-1.0
